gpa,attendance,financial_score,credit_hours,scholarship
2.74,74.8,10.4,51.0,Not Eligible
3.37,73.2,74.1,39.0,Not Eligible
3.54,94.3,85.0,32.0,Not Eligible
2.37,79.4,81.4,15.0,Not Eligible
3.84,80.7,99.1,21.0,Not Eligible
3.57,78.4,88.6,97.0,Not Eligible
3.25,70.8,42.7,37.0,Not Eligible
3.82,87.3,44.9,58.0,Not Eligible
2.53,61.9,30.8,110.0,Eligible
2.84,71.3,21.8,47.0,Not Eligible
2.17,86.5,79.2,55.0,Not Eligible
2.91,61.3,63.8,36.0,Not Eligible
3.01,61.0,14.0,36.0,Not Eligible
3.23,74.9,70.1,115.0,Eligible
2.13,70.0,19.4,54.0,Not Eligible
2.06,88.0,41.3,22.0,Not Eligible
2.84,90.2,89.2,58.0,Not Eligible
2.38,61.4,6.5,118.0,Not Eligible
3.52,77.5,37.2,12.0,Not Eligible
3.34,97.7,2.3,14.0,Not Eligible
2.65,72.5,44.6,9.0,Not Eligible
2.09,67.9,67.7,77.0,Not Eligible
2.36,80.9,0.0,24.0,Not Eligible
3.38,78.0,65.6,118.0,Eligible
3.98,68.8,64.8,127.0,Eligible
2.65,69.1,90.7,114.0,Eligible
3.6,87.5,44.2,83.0,Not Eligible
3.73,72.9,15.9,21.0,Not Eligible
2.1,99.4,68.2,23.0,Not Eligible
3.83,71.6,38.5,83.0,Not Eligible
2.93,81.9,17.4,75.0,Not Eligible
3.93,62.9,62.8,69.0,Not Eligible
3.08,81.6,11.4,116.0,Eligible
2.47,78.4,15.8,73.0,Not Eligible
3.95,74.0,73.4,33.0,Not Eligible
2.49,77.2,68.9,19.0,Not Eligible
3.76,67.1,59.9,74.0,Not Eligible
2.35,92.8,78.7,2.0,Not Eligible
3.35,96.9,15.0,115.0,Eligible
2.82,93.5,7.8,1.0,Not Eligible
3.94,92.2,99.2,38.0,Not Eligible
2.37,81.9,51.5,110.0,Not Eligible
2.82,73.3,96.9,44.0,Not Eligible
3.28,66.9,59.3,23.0,Not Eligible
3.96,92.8,71.1,15.0,Not Eligible
2.61,61.7,29.6,78.0,Not Eligible
2.79,67.2,86.8,18.0,Not Eligible
2.92,76.1,38.7,55.0,Not Eligible
2.51,67.8,87.9,34.0,Not Eligible
3.63,83.3,28.5,106.0,Eligible
2.18,89.0,59.1,77.0,Not Eligible
3.41,96.4,78.2,35.0,Not Eligible
3.07,68.4,78.4,5.0,Not Eligible
2.48,71.2,78.9,55.0,Not Eligible
2.99,88.7,99.6,47.0,Not Eligible
3.66,68.7,95.7,41.0,Not Eligible
2.89,75.4,20.3,36.0,Not Eligible
2.24,90.1,36.9,55.0,Not Eligible
2.08,75.0,51.6,14.0,Not Eligible
3.56,65.9,72.7,53.0,Not Eligible
2.66,70.8,67.7,6.0,Not Eligible
3.86,63.2,67.4,88.0,Not Eligible
3.23,87.0,28.3,55.0,Not Eligible
2.87,61.8,33.7,65.0,Not Eligible
3.13,83.0,20.6,113.0,Eligible
2.91,98.0,88.0,33.0,Not Eligible
3.81,94.4,41.9,25.0,Not Eligible
2.92,62.9,46.8,2.0,Not Eligible
2.21,88.6,95.8,83.0,Not Eligible
3.19,87.6,91.6,127.0,Eligible
3.25,71.9,27.9,85.0,Not Eligible
3.53,64.4,88.8,117.0,Eligible
3.87,94.2,54.8,33.0,Not Eligible
2.89,82.2,65.4,65.0,Not Eligible
2.7,87.9,42.9,6.0,Not Eligible
2.98,78.3,98.4,103.0,Eligible
3.8,68.9,68.4,82.0,Not Eligible
3.96,70.4,35.1,112.0,Eligible
3.94,81.4,57.1,67.0,Not Eligible
2.46,69.4,86.8,28.0,Not Eligible
2.99,75.9,6.4,59.0,Not Eligible
2.52,63.0,21.9,112.0,Eligible
2.74,99.8,0.7,121.0,Eligible
2.06,84.7,15.9,36.0,Not Eligible
2.32,65.8,54.8,14.0,Not Eligible
2.79,65.2,37.4,44.0,Not Eligible
2.73,79.3,49.5,112.0,Eligible
2.56,61.0,48.5,110.0,Eligible
2.46,76.5,18.8,126.0,Not Eligible
3.5,97.8,82.2,24.0,Not Eligible
2.59,92.9,34.3,23.0,Not Eligible
3.41,97.2,83.8,73.0,Not Eligible
2.74,64.4,19.5,97.0,Not Eligible
3.6,74.8,34.3,11.0,Not Eligible
2.33,82.2,64.2,74.0,Not Eligible
2.32,88.8,33.3,128.0,Not Eligible
3.36,75.7,21.6,114.0,Eligible
3.83,72.8,94.1,44.0,Not Eligible
2.29,72.2,45.1,63.0,Not Eligible
2.15,91.6,91.8,29.0,Not Eligible
3.87,75.3,98.6,96.0,Not Eligible
2.23,60.7,36.7,60.0,Not Eligible
2.5,90.8,34.6,45.0,Not Eligible
3.86,66.5,20.9,73.0,Not Eligible
3.61,85.1,51.1,91.0,Not Eligible
2.69,61.2,21.6,17.0,Not Eligible
3.91,75.5,24.7,106.0,Eligible
3.14,78.2,75.7,13.0,Not Eligible
2.14,98.9,43.7,111.0,Not Eligible
3.41,63.5,21.5,19.0,Not Eligible
3.07,90.1,29.8,1.0,Not Eligible
3.15,98.6,19.4,70.0,Not Eligible
3.99,71.1,24.1,33.0,Not Eligible
2.31,69.0,74.7,79.0,Not Eligible
3.31,98.1,85.4,10.0,Not Eligible
2.92,79.6,95.4,61.0,Not Eligible
2.54,92.9,99.1,84.0,Not Eligible
3.39,91.8,40.7,63.0,Not Eligible
3.34,73.0,6.7,41.0,Not Eligible
3.71,67.5,60.3,76.0,Not Eligible
3.76,88.1,6.9,129.0,Eligible
3.12,80.1,69.7,30.0,Not Eligible
2.65,79.6,70.4,35.0,Not Eligible
3.06,81.8,14.8,84.0,Not Eligible
2.72,61.0,76.2,115.0,Eligible
2.55,60.2,26.2,42.0,Not Eligible
3.1,72.6,38.0,75.0,Not Eligible
3.32,72.9,6.1,111.0,Eligible
3.18,88.7,43.1,117.0,Eligible
3.91,73.0,30.4,114.0,Eligible
2.6,74.4,63.8,64.0,Not Eligible
2.74,82.0,26.9,36.0,Not Eligible
3.34,83.7,61.9,50.0,Not Eligible
3.2,73.3,30.1,58.0,Not Eligible
2.0,82.3,23.6,57.0,Not Eligible
2.62,84.7,74.2,14.0,Not Eligible
2.51,70.4,30.8,78.0,Not Eligible
3.68,69.4,21.1,72.0,Not Eligible
3.73,95.6,95.8,127.0,Eligible
2.57,85.9,85.7,111.0,Eligible
2.2,72.4,47.9,21.0,Not Eligible
2.41,82.0,7.5,95.0,Not Eligible
2.35,88.3,53.1,65.0,Not Eligible
2.47,60.9,3.5,24.0,Not Eligible
2.47,96.8,83.1,13.0,Not Eligible
2.96,88.7,42.4,45.0,Not Eligible
2.64,75.7,21.4,90.0,Not Eligible
3.12,97.3,76.4,54.0,Not Eligible
2.69,62.2,16.5,120.0,Eligible
3.63,90.2,69.6,52.0,Not Eligible
3.9,81.1,63.9,113.0,Eligible
2.81,86.6,16.1,17.0,Not Eligible
2.1,78.9,66.4,56.0,Not Eligible
2.48,65.9,78.2,128.0,Not Eligible
2.2,70.4,77.8,75.0,Not Eligible
2.69,78.5,60.3,122.0,Eligible
3.29,96.8,9.6,5.0,Not Eligible
3.04,62.7,17.1,32.0,Not Eligible
2.49,64.2,29.8,43.0,Not Eligible
3.53,66.1,93.7,126.0,Eligible
2.26,85.3,9.6,75.0,Not Eligible
2.46,74.7,54.9,19.0,Not Eligible
3.35,66.0,89.2,3.0,Not Eligible
2.39,64.9,43.8,42.0,Not Eligible
3.36,87.0,88.1,100.0,Eligible
3.95,78.5,32.3,102.0,Eligible
3.66,94.9,44.2,72.0,Not Eligible
2.32,76.2,59.6,118.0,Not Eligible
3.04,86.2,65.1,16.0,Not Eligible
2.84,91.8,39.3,98.0,Not Eligible
3.98,98.1,46.0,103.0,Eligible
3.93,94.8,61.3,59.0,Not Eligible
2.25,91.0,85.1,97.0,Not Eligible
3.82,76.5,35.7,31.0,Not Eligible
2.39,99.3,56.0,64.0,Not Eligible
2.64,70.6,75.9,27.0,Not Eligible
2.71,86.5,96.2,66.0,Not Eligible
2.57,65.2,12.1,89.0,Not Eligible
3.71,84.2,8.0,0.0,Not Eligible
2.66,87.6,3.7,12.0,Not Eligible
3.63,63.6,21.3,63.0,Not Eligible
3.99,71.8,52.9,13.0,Not Eligible
3.68,85.7,16.9,46.0,Not Eligible
2.69,84.1,24.7,114.0,Eligible
3.42,86.7,16.4,83.0,Not Eligible
3.07,65.0,88.0,33.0,Not Eligible
3.57,80.6,87.2,4.0,Not Eligible
2.31,97.1,46.3,40.0,Not Eligible
3.28,98.2,32.8,126.0,Eligible
3.55,65.1,92.2,45.0,Not Eligible
3.52,95.8,63.0,25.0,Not Eligible
3.93,83.1,16.3,57.0,Not Eligible
2.12,90.1,81.0,96.0,Not Eligible
2.69,66.0,31.1,112.0,Eligible
2.95,89.5,86.2,10.0,Not Eligible
2.62,62.8,53.6,43.0,Not Eligible
2.62,85.3,69.3,112.0,Eligible
2.35,86.7,71.2,47.0,Not Eligible
3.63,86.6,4.8,50.0,Not Eligible
3.82,62.3,73.7,111.0,Eligible
2.16,75.4,23.1,60.0,Not Eligible
2.31,89.8,76.3,18.0,Not Eligible
2.46,91.9,30.8,38.0,Not Eligible
3.02,76.6,9.4,86.0,Not Eligible
3.58,66.5,60.5,44.0,Not Eligible
2.14,80.0,98.9,73.0,Not Eligible
3.27,86.0,2.5,40.0,Not Eligible
2.3,96.8,1.7,115.0,Not Eligible
3.94,87.3,18.4,102.0,Eligible
3.8,92.9,13.6,26.0,Not Eligible
3.9,70.6,72.8,84.0,Not Eligible
2.21,93.3,60.3,11.0,Not Eligible
2.98,84.5,8.2,47.0,Not Eligible
2.33,82.0,11.6,73.0,Not Eligible
3.2,70.7,76.1,124.0,Eligible
2.47,68.2,21.3,99.0,Not Eligible
3.54,81.8,14.6,46.0,Not Eligible
3.29,95.7,5.6,121.0,Eligible
3.14,69.4,79.3,27.0,Not Eligible
3.65,71.1,94.1,108.0,Eligible
3.0,97.9,84.2,66.0,Not Eligible
2.54,61.1,1.4,123.0,Eligible
3.24,79.4,24.9,60.0,Not Eligible
3.91,81.2,80.8,2.0,Not Eligible
3.2,87.0,77.5,43.0,Not Eligible
3.26,67.8,18.4,35.0,Not Eligible
3.87,82.9,77.1,128.0,Eligible
3.03,64.4,31.3,44.0,Not Eligible
3.99,70.7,98.8,57.0,Not Eligible
2.32,60.6,91.0,124.0,Not Eligible
3.07,78.1,87.7,114.0,Eligible
2.43,67.0,46.7,20.0,Not Eligible
2.91,63.9,53.1,109.0,Eligible
2.34,73.8,68.3,85.0,Not Eligible
2.45,63.2,16.8,11.0,Not Eligible
2.42,86.6,55.7,2.0,Not Eligible
2.64,68.0,76.7,120.0,Eligible
2.27,88.4,5.4,55.0,Not Eligible
3.62,93.6,22.5,103.0,Eligible
2.44,89.7,83.3,8.0,Not Eligible
2.83,90.5,41.0,110.0,Eligible
2.03,85.8,15.9,74.0,Not Eligible
2.21,75.1,29.4,26.0,Not Eligible
3.79,73.9,71.9,33.0,Not Eligible
3.67,82.8,62.1,128.0,Eligible
3.68,69.9,59.8,65.0,Not Eligible
2.82,73.8,40.6,23.0,Not Eligible
2.28,66.2,73.1,86.0,Not Eligible
2.22,91.2,75.4,10.0,Not Eligible
3.21,89.4,72.5,98.0,Not Eligible
3.66,80.1,79.8,114.0,Eligible
3.8,74.8,27.6,25.0,Not Eligible
2.58,87.9,91.1,60.0,Not Eligible
2.64,63.4,34.0,116.0,Eligible
2.2,61.9,27.7,105.0,Not Eligible
3.55,88.0,65.9,4.0,Not Eligible
2.55,82.0,96.3,18.0,Not Eligible
2.96,89.3,25.6,128.0,Eligible
3.86,71.2,19.0,34.0,Not Eligible
3.5,64.3,5.1,68.0,Not Eligible
2.11,77.2,47.0,5.0,Not Eligible
2.02,77.1,90.5,19.0,Not Eligible
3.57,90.4,90.0,55.0,Not Eligible
3.11,64.9,77.2,28.0,Not Eligible
3.44,97.8,25.1,78.0,Not Eligible
2.31,62.2,48.8,123.0,Not Eligible
3.74,72.5,11.6,93.0,Not Eligible
3.55,88.1,57.8,78.0,Not Eligible
3.78,88.7,96.2,4.0,Not Eligible
2.68,82.7,75.1,109.0,Eligible
2.55,62.8,44.1,77.0,Not Eligible
2.3,94.3,65.8,29.0,Not Eligible
3.86,85.4,57.5,93.0,Not Eligible
2.35,90.4,65.7,93.0,Not Eligible
2.24,75.4,5.9,83.0,Not Eligible
2.39,69.7,63.3,83.0,Not Eligible
3.54,88.8,56.9,64.0,Not Eligible
3.78,92.6,98.9,60.0,Not Eligible
3.62,92.5,7.1,4.0,Not Eligible
3.13,88.7,37.1,107.0,Eligible
3.99,65.6,84.8,122.0,Eligible
2.14,68.9,40.8,123.0,Not Eligible
3.73,80.0,99.1,79.0,Not Eligible
2.86,80.3,7.6,83.0,Not Eligible
2.91,79.5,2.5,74.0,Not Eligible
2.26,93.0,73.5,50.0,Not Eligible
2.07,65.0,95.1,110.0,Not Eligible
2.63,91.7,5.4,0.0,Not Eligible
2.35,60.9,69.6,35.0,Not Eligible
2.97,72.9,44.7,120.0,Eligible
2.29,67.9,50.3,21.0,Not Eligible
2.28,81.1,70.8,115.0,Not Eligible
3.75,81.0,22.5,102.0,Eligible
3.84,80.3,52.1,84.0,Not Eligible
3.93,71.6,67.5,82.0,Not Eligible
3.36,80.9,17.4,55.0,Not Eligible
3.54,88.2,39.2,4.0,Not Eligible
3.67,75.8,47.3,82.0,Not Eligible
3.32,97.1,6.8,31.0,Not Eligible
2.66,62.7,98.8,27.0,Not Eligible
2.31,99.5,0.4,37.0,Not Eligible
2.47,90.5,10.7,45.0,Not Eligible
3.68,83.7,66.8,24.0,Not Eligible
3.39,68.1,4.8,127.0,Eligible
2.91,85.1,93.9,83.0,Not Eligible
2.06,92.1,96.5,52.0,Not Eligible
2.53,70.1,47.8,6.0,Not Eligible
3.46,61.6,58.4,110.0,Eligible
3.02,77.7,88.2,47.0,Not Eligible
2.87,72.2,22.9,82.0,Not Eligible
2.63,71.4,41.8,100.0,Eligible
3.21,89.0,88.7,82.0,Not Eligible
3.93,65.9,35.8,92.0,Not Eligible
3.8,86.0,92.8,59.0,Not Eligible
2.06,62.5,68.4,7.0,Not Eligible
2.96,96.8,74.1,114.0,Eligible
2.66,83.4,65.5,17.0,Not Eligible
3.02,97.2,75.4,123.0,Eligible
3.21,94.7,85.7,97.0,Not Eligible
2.4,94.8,94.5,86.0,Not Eligible
3.56,64.8,20.2,70.0,Not Eligible
2.95,87.8,97.7,113.0,Eligible
3.98,76.0,82.0,106.0,Eligible
2.05,78.4,52.0,41.0,Not Eligible
2.38,71.2,41.2,54.0,Not Eligible
3.38,65.6,42.3,34.0,Not Eligible
3.39,72.3,60.5,32.0,Not Eligible
3.16,82.0,70.2,87.0,Not Eligible
3.94,76.4,68.7,120.0,Eligible
2.83,88.2,23.1,111.0,Eligible
2.83,93.6,55.5,29.0,Not Eligible
3.82,68.4,53.7,122.0,Eligible
3.08,62.3,20.3,58.0,Not Eligible
2.71,99.6,39.9,43.0,Not Eligible
3.44,95.3,59.4,27.0,Not Eligible
3.24,70.6,89.9,86.0,Not Eligible
2.61,66.5,34.6,58.0,Not Eligible
2.6,98.0,25.4,66.0,Not Eligible
2.79,69.3,9.4,33.0,Not Eligible
2.14,68.9,60.7,87.0,Not Eligible
3.89,64.4,74.3,15.0,Not Eligible
2.37,71.5,19.9,116.0,Not Eligible
2.39,93.6,61.7,78.0,Not Eligible
3.29,82.8,96.8,59.0,Not Eligible
3.45,63.7,68.9,22.0,Not Eligible
3.47,98.7,60.0,72.0,Not Eligible
2.75,81.6,6.3,37.0,Not Eligible
3.75,76.7,98.6,109.0,Eligible
3.09,91.4,46.8,67.0,Not Eligible
2.88,82.4,50.2,0.0,Not Eligible
3.62,95.8,79.6,54.0,Not Eligible
2.49,88.1,46.4,115.0,Not Eligible
3.72,86.7,50.6,42.0,Not Eligible
3.08,73.5,82.2,27.0,Not Eligible
3.8,99.6,21.3,8.0,Not Eligible
2.4,86.1,19.4,45.0,Not Eligible
3.87,77.7,30.5,119.0,Eligible
3.38,65.9,54.3,39.0,Not Eligible
3.24,82.2,63.0,26.0,Not Eligible
2.84,86.6,80.4,54.0,Not Eligible
3.91,74.9,35.3,63.0,Not Eligible
2.89,62.6,21.2,121.0,Eligible
3.0,91.9,41.3,56.0,Not Eligible
3.56,86.2,17.3,121.0,Eligible
2.57,87.4,27.1,3.0,Not Eligible
2.58,69.8,6.8,14.0,Not Eligible
3.55,65.2,7.4,26.0,Not Eligible
2.26,78.1,20.9,53.0,Not Eligible
3.65,69.7,33.2,30.0,Not Eligible
3.25,91.2,94.4,114.0,Eligible
3.08,81.3,48.6,1.0,Not Eligible
2.46,65.3,12.6,129.0,Not Eligible
3.57,67.9,18.6,50.0,Not Eligible
3.61,95.5,25.9,43.0,Not Eligible
2.97,85.3,90.5,92.0,Not Eligible
2.78,76.0,36.4,80.0,Not Eligible
2.49,88.8,93.5,45.0,Not Eligible
3.51,92.4,8.3,9.0,Not Eligible
3.28,64.6,86.3,105.0,Eligible
2.41,93.7,45.6,84.0,Not Eligible
3.59,97.9,89.4,130.0,Eligible
3.76,63.6,74.4,69.0,Not Eligible
2.12,73.0,26.2,2.0,Not Eligible
3.54,66.7,38.9,70.0,Not Eligible
3.71,77.2,71.2,87.0,Not Eligible
3.98,68.8,23.3,30.0,Not Eligible
2.48,74.5,68.1,81.0,Not Eligible
2.74,69.7,56.8,44.0,Not Eligible
3.93,60.1,34.0,88.0,Not Eligible
2.19,60.8,68.9,127.0,Not Eligible
3.05,80.6,92.8,105.0,Eligible
3.01,80.5,90.6,114.0,Eligible
3.21,61.4,53.7,121.0,Eligible
2.66,88.0,72.6,69.0,Not Eligible
3.85,61.1,39.3,48.0,Not Eligible
2.54,79.5,23.4,124.0,Eligible
3.3,75.8,65.3,81.0,Not Eligible
2.99,95.3,28.0,35.0,Not Eligible
2.53,83.1,27.8,28.0,Not Eligible
2.38,92.9,73.2,90.0,Not Eligible
3.91,99.9,88.0,52.0,Not Eligible
3.12,67.1,51.3,38.0,Not Eligible
3.21,62.5,4.5,30.0,Not Eligible
3.57,91.0,71.4,19.0,Not Eligible
2.16,85.3,75.5,62.0,Not Eligible
3.43,85.4,93.8,45.0,Not Eligible
2.33,72.7,55.0,61.0,Not Eligible
3.48,64.1,57.9,32.0,Not Eligible
2.28,88.8,71.4,124.0,Not Eligible
3.66,81.7,50.6,19.0,Not Eligible
3.36,80.1,20.6,123.0,Eligible
2.77,89.4,81.4,56.0,Not Eligible
2.72,99.5,63.4,63.0,Not Eligible
2.3,89.6,28.3,23.0,Not Eligible
3.81,97.4,96.8,58.0,Not Eligible
2.24,75.9,82.9,14.0,Not Eligible
2.94,95.9,34.8,126.0,Eligible
2.47,89.1,1.5,48.0,Not Eligible
3.99,74.9,95.9,28.0,Not Eligible
3.17,80.4,10.5,97.0,Not Eligible
2.3,68.1,33.0,43.0,Not Eligible
3.34,63.3,18.4,79.0,Not Eligible
3.98,78.7,89.5,17.0,Not Eligible
3.21,99.7,33.5,59.0,Not Eligible
2.91,94.8,27.4,36.0,Not Eligible
2.59,60.7,45.3,102.0,Eligible
2.18,98.8,99.5,18.0,Not Eligible
2.46,78.8,52.2,83.0,Not Eligible
3.11,67.2,3.0,1.0,Not Eligible
3.51,96.6,62.8,4.0,Not Eligible
3.76,97.0,54.8,76.0,Not Eligible
3.59,93.9,7.8,113.0,Eligible
2.25,84.9,84.8,60.0,Not Eligible
3.55,69.5,8.8,55.0,Not Eligible
3.16,69.6,6.1,12.0,Not Eligible
2.94,98.6,74.1,105.0,Eligible
3.15,71.2,47.9,63.0,Not Eligible
2.02,76.9,5.5,31.0,Not Eligible
2.14,90.1,53.9,104.0,Not Eligible
3.05,92.9,39.3,58.0,Not Eligible
2.35,76.5,73.7,19.0,Not Eligible
3.09,75.8,4.5,12.0,Not Eligible
2.71,74.3,35.3,126.0,Eligible
3.81,75.5,48.9,83.0,Not Eligible
3.9,90.3,55.3,32.0,Not Eligible
3.96,62.5,70.6,66.0,Not Eligible
3.8,92.0,37.2,101.0,Eligible
3.97,68.6,21.7,116.0,Eligible
3.41,66.5,41.7,77.0,Not Eligible
3.92,64.8,28.2,118.0,Eligible
3.28,69.4,71.3,57.0,Not Eligible
3.62,93.4,4.8,112.0,Eligible
2.26,81.5,94.4,4.0,Not Eligible
3.37,70.8,88.5,88.0,Not Eligible
3.86,67.4,32.4,51.0,Not Eligible
3.08,90.8,10.5,95.0,Not Eligible
2.37,80.2,65.8,92.0,Not Eligible
3.05,64.8,95.0,72.0,Not Eligible
3.41,75.0,93.0,111.0,Eligible
3.54,77.8,9.4,107.0,Eligible
3.05,74.2,42.4,127.0,Eligible
2.43,70.6,59.2,34.0,Not Eligible
3.85,73.2,83.2,69.0,Not Eligible
3.55,89.6,46.8,92.0,Not Eligible
2.54,98.1,47.3,121.0,Eligible
3.62,61.0,57.3,113.0,Eligible
2.7,85.1,95.3,64.0,Not Eligible
2.62,62.9,27.2,66.0,Not Eligible
3.73,68.1,64.6,22.0,Not Eligible
3.75,81.8,96.3,113.0,Eligible
2.8,91.8,45.3,38.0,Not Eligible
2.02,77.4,32.4,92.0,Not Eligible
2.37,95.2,29.2,81.0,Not Eligible
3.82,88.6,65.3,37.0,Not Eligible
3.8,67.7,47.0,120.0,Eligible
2.91,87.4,84.2,63.0,Not Eligible
2.61,72.7,25.7,116.0,Eligible
2.61,90.7,99.8,32.0,Not Eligible
3.79,69.2,89.3,24.0,Not Eligible
2.65,65.8,36.2,77.0,Not Eligible
3.02,85.5,85.8,63.0,Not Eligible
3.46,84.7,99.9,51.0,Not Eligible
2.42,82.9,99.6,88.0,Not Eligible
2.51,69.7,31.6,127.0,Eligible
2.72,68.2,51.8,42.0,Not Eligible
3.31,96.5,50.8,81.0,Not Eligible
3.63,81.3,69.7,103.0,Eligible
3.09,76.3,7.3,38.0,Not Eligible
2.27,92.8,82.2,39.0,Not Eligible
2.89,62.0,19.4,120.0,Eligible
2.26,87.0,46.3,16.0,Not Eligible
2.18,65.9,59.7,41.0,Not Eligible
3.18,69.0,47.5,71.0,Not Eligible
3.91,85.6,7.0,65.0,Not Eligible
3.68,71.2,37.0,86.0,Not Eligible
3.55,91.1,44.5,14.0,Not Eligible
3.45,80.7,49.0,123.0,Eligible
3.79,72.9,97.6,52.0,Not Eligible
3.51,94.6,42.2,84.0,Not Eligible
3.25,85.2,61.1,96.0,Not Eligible
2.73,76.9,11.7,88.0,Not Eligible
2.2,78.1,22.5,95.0,Not Eligible
2.92,70.7,6.3,71.0,Not Eligible
3.85,64.3,47.6,123.0,Eligible
3.17,72.1,50.2,60.0,Not Eligible
2.37,70.6,92.2,110.0,Not Eligible
3.3,73.4,68.7,31.0,Not Eligible
2.93,78.8,22.3,104.0,Eligible
3.86,62.5,6.6,82.0,Not Eligible
2.32,64.2,11.4,115.0,Not Eligible
3.42,89.2,6.2,82.0,Not Eligible
3.36,67.3,96.5,32.0,Not Eligible
3.97,73.6,70.6,8.0,Not Eligible
3.13,85.5,7.8,90.0,Not Eligible
3.74,99.1,15.8,32.0,Not Eligible
2.05,65.3,71.3,119.0,Not Eligible
2.25,90.3,22.7,126.0,Not Eligible
2.69,79.7,54.6,125.0,Eligible
3.24,63.8,15.0,27.0,Not Eligible
2.9,66.8,88.4,71.0,Not Eligible
2.41,87.8,55.7,124.0,Not Eligible
3.18,95.2,30.2,0.0,Not Eligible
3.13,60.5,90.8,18.0,Not Eligible
3.05,68.9,52.4,71.0,Not Eligible
2.18,74.3,54.4,56.0,Not Eligible
3.85,99.6,39.7,23.0,Not Eligible
3.18,86.1,12.5,55.0,Not Eligible
2.53,74.4,21.8,15.0,Not Eligible
3.37,68.1,47.4,39.0,Not Eligible
2.64,69.1,71.1,10.0,Not Eligible
3.01,62.0,20.5,55.0,Not Eligible
2.68,99.8,15.5,125.0,Eligible
3.76,99.3,52.0,91.0,Not Eligible
3.99,60.4,12.9,44.0,Not Eligible
2.32,70.8,43.7,112.0,Not Eligible
2.05,60.8,55.9,7.0,Not Eligible
2.44,72.1,48.9,22.0,Not Eligible
3.18,96.1,90.1,20.0,Not Eligible
2.35,95.0,6.6,73.0,Not Eligible
3.62,87.4,90.3,15.0,Not Eligible
2.82,99.5,62.6,8.0,Not Eligible
3.22,89.8,15.6,124.0,Eligible
2.91,69.7,10.4,125.0,Eligible
3.81,93.4,83.1,40.0,Not Eligible
2.07,80.3,2.6,125.0,Not Eligible
3.46,80.2,58.0,63.0,Not Eligible
3.3,93.3,87.8,81.0,Not Eligible
3.3,81.4,93.1,8.0,Not Eligible
2.83,73.1,61.8,81.0,Not Eligible
2.03,97.1,96.5,95.0,Not Eligible
3.38,62.9,66.0,82.0,Not Eligible
3.66,86.3,93.7,98.0,Not Eligible
2.17,91.4,85.6,81.0,Not Eligible
2.88,62.0,3.9,107.0,Eligible
2.33,69.4,40.5,96.0,Not Eligible
3.22,68.9,40.3,114.0,Eligible
3.57,95.6,32.5,103.0,Eligible
3.33,86.0,99.9,93.0,Not Eligible
2.64,68.7,14.8,95.0,Not Eligible
2.28,96.4,24.1,89.0,Not Eligible
3.59,69.7,9.5,41.0,Not Eligible
2.65,86.5,57.2,32.0,Not Eligible
2.04,78.1,83.5,104.0,Not Eligible
3.14,63.9,22.4,120.0,Eligible
2.49,90.1,56.4,114.0,Not Eligible
3.68,73.1,19.6,103.0,Eligible
2.29,74.4,6.3,52.0,Not Eligible
2.87,68.6,12.1,54.0,Not Eligible
2.51,92.2,42.2,102.0,Eligible
3.38,66.4,20.6,65.0,Not Eligible
3.1,68.7,9.1,114.0,Eligible
3.58,76.3,41.3,6.0,Not Eligible
2.92,66.0,66.3,123.0,Eligible
2.01,64.5,57.4,103.0,Not Eligible
2.43,80.9,51.2,87.0,Not Eligible
4.0,98.1,46.5,34.0,Not Eligible
2.81,92.1,50.5,128.0,Eligible
3.24,67.1,87.7,103.0,Eligible
3.81,83.5,3.1,79.0,Not Eligible
2.04,91.7,46.7,81.0,Not Eligible
3.32,65.8,87.7,100.0,Eligible
2.58,63.3,52.2,98.0,Not Eligible
2.56,95.6,22.3,58.0,Not Eligible
2.45,69.8,23.6,19.0,Not Eligible
3.65,79.9,63.7,14.0,Not Eligible
2.75,68.3,79.2,62.0,Not Eligible
2.13,61.9,85.4,38.0,Not Eligible
2.19,80.5,50.8,12.0,Not Eligible
2.3,77.4,82.3,68.0,Not Eligible
3.8,89.1,25.4,119.0,Eligible
2.85,94.3,57.1,86.0,Not Eligible
3.83,65.7,78.9,19.0,Not Eligible
3.63,66.9,91.2,102.0,Eligible
3.68,98.0,78.4,27.0,Not Eligible
2.57,76.7,86.9,67.0,Not Eligible
2.54,98.1,88.7,123.0,Eligible
3.12,73.5,27.0,98.0,Not Eligible
2.84,73.9,32.3,107.0,Eligible
3.02,88.3,80.2,65.0,Not Eligible
2.11,63.9,93.0,130.0,Not Eligible
3.94,76.5,81.2,30.0,Not Eligible
2.12,75.2,22.2,91.0,Not Eligible
2.36,61.4,99.2,116.0,Not Eligible
3.36,72.5,63.5,79.0,Not Eligible
2.31,75.9,47.8,122.0,Not Eligible
2.21,62.3,96.5,123.0,Not Eligible
2.31,60.8,89.6,114.0,Not Eligible
2.12,84.0,59.1,91.0,Not Eligible
2.5,68.2,36.4,116.0,Eligible
2.54,74.5,46.9,28.0,Not Eligible
3.0,63.2,55.1,84.0,Not Eligible
2.88,64.0,60.6,35.0,Not Eligible
2.95,66.2,70.4,13.0,Not Eligible
3.23,61.2,59.3,95.0,Not Eligible
2.46,90.5,87.1,32.0,Not Eligible
2.27,96.2,10.0,18.0,Not Eligible
3.76,80.9,94.8,72.0,Not Eligible
3.27,92.7,19.3,15.0,Not Eligible
